OTU	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU35884	Bacteria	Rokubacteria	NC10	Methylomirabilales	Methylomirabilaceae	Sh765B-TzT-35	
OTU35885	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Lacibacter	
OTU35886	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	
OTU35887	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12		
OTU35888	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinifilaceae		
OTU35889	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae		
OTU35890	Bacteria	Omnitrophicaeota					
OTU35891	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Oceanospirillum	beijerinckii
OTU35892	Archaea						
OTU35893	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae		
OTU35894	Archaea	Nanoarchaeaeota	Woesearchaeia				
OTU35895	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Nitrincolaceae	Motiliproteus	
OTU35896	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae		
OTU35897	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Pelobacter	
OTU35898	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	MidBa8		
OTU35899	Bacteria	Lentisphaerae	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera	
OTU35900	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae		
OTU35901	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
OTU35902	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	
OTU35903	Bacteria	Proteobacteria	Deltaproteobacteria				
OTU35904	Bacteria	Omnitrophicaeota					
OTU35905	Bacteria	Patescibacteria					
OTU35906	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	M2PT2-76_termite_group	
OTU35907	Archaea						
OTU35908	Archaea	Nanoarchaeaeota	Woesearchaeia				
OTU35909	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales			
OTU35910	Archaea	Nanoarchaeaeota	Woesearchaeia				
OTU35911	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidetes_BD2-2		
OTU35912	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	VHS-B3-70		
OTU35913	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae		
OTU35914	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales			
OTU35915	Archaea	Nanoarchaeaeota	Woesearchaeia				
OTU35916	Bacteria						
OTU35917	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU35918	Bacteria	Proteobacteria	Deltaproteobacteria	PB19			
OTU35919	Archaea						
OTU35920	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfopila	
OTU35921	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Simkaniaceae		
OTU35922	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales_(SR1)			
OTU35923	Bacteria	Latescibacteria					
OTU35924	Bacteria	Kiritimatiellaeota	Kiritimatiellae	WCHB1-41			
OTU35925	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae		
OTU35926	Bacteria	Margulisbacteria					
OTU35927	Bacteria	Bacteroidetes	Ignavibacteria	Kryptoniales	MSB-3C8		
OTU35928	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae		
OTU35929	Bacteria	Lentisphaerae	Oligosphaeria	SS1-B-02-17			
OTU35930	Bacteria	Patescibacteria	Gracilibacteria				
OTU35931	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria		
OTU35932	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria		
OTU35933	Bacteria						
OTU35934	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae		
OTU35935	Archaea	Nanoarchaeaeota	Woesearchaeia				
OTU35936	Bacteria	Patescibacteria	Gracilibacteria	Candidatus_Peregrinibacteria			
OTU35937	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae		
OTU35938							
OTU35939	Bacteria	Acidobacteria	Subgroup_22				
OTU35940	Bacteria						
OTU35941	Bacteria	Planctomycetes	vadinHA49				
OTU35942	Bacteria						
OTU35943	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		
OTU35944	Bacteria	Actinobacteria	Actinobacteria				
OTU35945	Bacteria	Kiritimatiellaeota	Kiritimatiellae	Kiritimatiellales	Kiritimatiellaceae	MSBL3	
OTU35946	Archaea	Nanoarchaeaeota	Woesearchaeia				
OTU35947	Bacteria						
OTU35948	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Nitrincolaceae		
OTU35949	Bacteria	Proteobacteria					
OTU35950	Bacteria	Kiritimatiellaeota	Kiritimatiellae	WCHB1-41			
OTU35951	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	
OTU35952	Bacteria						
OTU35953	Archaea						
OTU35954	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Lloydbacteria			
OTU35955	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Sediminispirochaeta	
OTU35956	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta_2	
OTU35957	Bacteria	Actinobacteria	Actinobacteria	PeM15			
OTU35958	Archaea	Crenarchaeota	Bathyarchaeia				
OTU35959	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU35960	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae		
OTU35961	Bacteria	Nitrospirae	Thermodesulfovibrionia				
OTU35962	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU35963	Bacteria	Omnitrophicaeota					
OTU35964	Bacteria	Proteobacteria	Deltaproteobacteria	MBNT15			
OTU35965	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae		
OTU35966	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		
OTU35967	Bacteria	Planctomycetes	OM190				
OTU35968	Bacteria	Calditrichaeota	Calditrichia	Calditrichales	Calditrichaceae	Caldithrix	
OTU35969	Archaea						
OTU35970	Bacteria	Dependentiae	Babeliae	Babeliales			
OTU35971	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Sva1033		
OTU35972	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Boseongicola	
OTU35973	Bacteria	Bacteroidetes	Bacteroidia				
OTU35974	Bacteria	Proteobacteria					
OTU35975	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	
OTU35976	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU35977	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	DEV007		
OTU35978	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales			
OTU35979	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7_clade	
OTU35980	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae		
OTU35981	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	
OTU35982	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea	
OTU35983	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
OTU35984	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
OTU35985	Bacteria	Proteobacteria	Deltaproteobacteria	Sva0485			
OTU35986	Bacteria	Planctomycetes	vadinHA49				
OTU35987	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula	
OTU35988	Bacteria	Dependentiae	Babeliae	Babeliales			
OTU35989	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	
OTU35990	Bacteria						
OTU35991	Bacteria	Omnitrophicaeota					
OTU35992	Archaea	Euryarchaeota	Thermoplasmata	Marine_Benthic_Group_D_and_DHVEG-1			
OTU35993	Bacteria						
OTU35994	Bacteria	Nitrospirae	Thermodesulfovibrionia				
OTU35995	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	
OTU35996	Bacteria						
OTU35997	Bacteria	AncK6					
OTU35998	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	GWE2-31-10	
OTU35999	Bacteria	Rokubacteria	NC10	Methylomirabilales	Methylomirabilaceae	Sh765B-TzT-35	
OTU36000	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	Sedimenticola	
OTU36001	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia/Shigella	
OTU36002	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14		
OTU36003	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	Alterococcus	
OTU36004	Bacteria	Kiritimatiellaeota	Kiritimatiellae	WCHB1-41			
OTU36005	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4_lineage	
OTU36006	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XII	Fusibacter	
OTU36007	Bacteria	Tenericutes	Mollicutes	Izimaplasmatales	Izimaplasmataceae	Izimaplasma	
OTU36008	Bacteria	Proteobacteria	Magnetococcia	Magnetococcales	Magnetococcaceae	Magnetococcus	
OTU36009	Archaea	Nanoarchaeaeota					
OTU36010	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae		
OTU36011	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales	TG3		
OTU36012	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfosarcina	
OTU36013	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidetes_BD2-2		
OTU36014	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4_lineage	
OTU36015	Bacteria	LCP-89					
OTU36016	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales			
OTU36017	Bacteria	Omnitrophicaeota					
OTU36018	Bacteria	Lentisphaerae	Lentisphaeria	Victivallales			
OTU36019	Archaea	Nanoarchaeaeota	Woesearchaeia				
OTU36020	Archaea	Nanoarchaeaeota					
OTU36021	Bacteria	Kiritimatiellaeota	Kiritimatiellae	WCHB1-41			
OTU36022	Archaea	Nanoarchaeaeota	Woesearchaeia				
OTU36023	Bacteria	Bacteroidetes	Bacteroidia				
OTU36024	Archaea	Nanoarchaeaeota	Woesearchaeia				
OTU36025	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae		
OTU36026	Archaea	Nanoarchaeaeota	Woesearchaeia				
OTU36027	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lutibacter	
OTU36028	Bacteria						
OTU36029	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae		
OTU36030	Archaea	Nanoarchaeaeota	Woesearchaeia				
OTU36031	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Pelolinea	
OTU36032	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4_lineage	
OTU36033	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae		
OTU36034	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae		
OTU36035	Bacteria	Acetothermia	Acetothermiia				
OTU36036	Archaea	Nanoarchaeaeota	Woesearchaeia				
OTU36037	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	
OTU36038	Bacteria	Patescibacteria	Gracilibacteria	JGI_0000069-P22			
OTU36039	Bacteria	Omnitrophicaeota					
OTU36040	Bacteria	Chloroflexi	Dehalococcoidia	MSBL5			
OTU36041	Bacteria	Planctomycetes	Pla3_lineage				
OTU36042	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Sediminispirochaeta	
OTU36043	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4_lineage	
OTU36044	Archaea						
OTU36045	Bacteria	Latescibacteria					
OTU36046	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales			
OTU36047	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7_clade	
OTU36048	Bacteria	Verrucomicrobia	Verrucomicrobiae	S-BQ2-57_soil_group			
OTU36049	Bacteria	Proteobacteria	Alphaproteobacteria				
OTU36050	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU36051	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium_1	
OTU36052	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae		
OTU36053	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae		
OTU36054	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade			
OTU36055	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Fluviicoccus	
OTU36056	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae		
OTU36057	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	
OTU36058	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae		
OTU36059	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Gallionellaceae	Ferriphaselus	
OTU36060	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Acetobacteroides	
OTU36061	Bacteria	Omnitrophicaeota					
OTU36062	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	
OTU36063	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Fluviicoccus	
OTU36064	Bacteria	Patescibacteria	WWE3				
OTU36065	Archaea	Nanoarchaeaeota	Woesearchaeia				
OTU36066	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Sediminispirochaeta	
OTU36067	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Azambacteria			
OTU36068	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales			
OTU36069	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae		
OTU36070	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae		
OTU36071	Bacteria	Proteobacteria	Alphaproteobacteria				
OTU36072	Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	Arctic95B-14		
OTU36073	Archaea	Nanoarchaeaeota	Woesearchaeia				
OTU36074	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU36075	Bacteria	Proteobacteria	Alphaproteobacteria				
OTU36076	Bacteria	Proteobacteria	Alphaproteobacteria				
OTU36077	Bacteria	Patescibacteria	ABY1				
OTU36078	Archaea	Nanoarchaeaeota	Woesearchaeia				
OTU36079	Bacteria						
OTU36080							
OTU36081	Archaea	Nanoarchaeaeota	Woesearchaeia				
OTU36082	Bacteria	Patescibacteria	CPR2				
OTU36083	Bacteria	Zixibacteria					
OTU36084	Bacteria	Patescibacteria	Gracilibacteria				
OTU36085	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia	
OTU36086	Bacteria	Proteobacteria	Alphaproteobacteria	Holosporales	Holosporaceae		
OTU36087	Bacteria	Omnitrophicaeota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	
OTU36088	Archaea	Nanoarchaeaeota	Woesearchaeia				
OTU36089	Bacteria	Patescibacteria	Gracilibacteria				
OTU36090	Archaea	Nanoarchaeaeota	Woesearchaeia				
OTU36091	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae		
OTU36092	Archaea						
OTU36093	Bacteria						
OTU36094	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Sediminispirochaeta	
OTU36095	Archaea	Euryarchaeota	Thermoplasmata	Marine_Benthic_Group_D_and_DHVEG-1			
OTU36096	Bacteria						
OTU36097	Archaea	Nanoarchaeaeota	Woesearchaeia				
OTU36098	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	
OTU36099	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU36100	Bacteria						
OTU36101	Archaea	Nanoarchaeaeota	Woesearchaeia				
OTU36102	Bacteria	BRC1					
OTU36103	Bacteria	Lentisphaerae	Oligosphaeria	P.palmC41			
OTU36104	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Rs-M59_termite_group		
OTU36105	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Criblamydiaceae		
OTU36106	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfosporosinus	
OTU36107	Archaea	Nanoarchaeaeota	Woesearchaeia				
OTU36108							
OTU36109	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera	
OTU36110	Bacteria	Planctomycetes	OM190				
OTU36111	Bacteria	Patescibacteria	ABY1	Candidatus_Falkowbacteria			
OTU36112	Bacteria	Planctomycetes					
OTU36113	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales			
OTU36114	Archaea	Nanoarchaeaeota	Woesearchaeia				
OTU36115	Bacteria						
OTU36116	Bacteria	Planctomycetes	OM190				
OTU36117	Bacteria	Omnitrophicaeota					
OTU36118	Archaea						
OTU36119	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
OTU36120	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	Owenweeksia	
OTU36121	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	Owenweeksia	
OTU36122	Bacteria	Chloroflexi	Anaerolineae	SJA-15			
OTU36123	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Blvii28_wastewater-sludge_group	
OTU36124	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Sphaerochaeta	
OTU36125	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Fonticella	
OTU36126	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12		
OTU36127	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12		
OTU36128	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	
OTU36129	Bacteria	Bacteroidetes	OC31				
OTU36130	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pirellula	
OTU36131	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12		
OTU36132	Bacteria	Patescibacteria					
OTU36133	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9			
OTU36134	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9			
OTU36135	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales			
OTU36136	Bacteria	Chloroflexi	Anaerolineae	C10-SB1A			
OTU36137	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae		
OTU36138	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae		
OTU36139	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Z4MB62		
OTU36140	Bacteria	Elusimicrobia	Elusimicrobia	Lineage_IV			
OTU36141	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	OLB12	
OTU36142	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Actibacter	
OTU36143	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family		
OTU36144	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	
OTU36145	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	CI75cm.2.12	
OTU36146	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae		
OTU36147	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales			
OTU36148	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonaceae	Crenothrix	
OTU36149	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	
OTU36150	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae		
OTU36151	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	OLB12	
OTU36152	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae		
OTU36153	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j			
OTU36154	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae		
OTU36155	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales			
OTU36156	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae		
OTU36157	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales			
OTU36158	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
OTU36159	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae		
OTU36160	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae		
OTU36161	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseimicrobium	
OTU36162	Bacteria	Acidobacteria	Subgroup_6				
OTU36163	Bacteria	FCPU426					
OTU36164	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	env.OPS_17		
OTU36165	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae		
OTU36166	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae		
OTU36167	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9			
OTU36168	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XII	Fusibacter	
OTU36169	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Thiovulaceae	Sulfurimonas	
OTU36170	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales			
OTU36171	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales			
OTU36172	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	
OTU36173	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	
OTU36174	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales_(SR1)			
OTU36175	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Albimonas	
OTU36176	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria		
OTU36177	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Kaiserbacteria			
OTU36178	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Salinirepens	
OTU36179	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	
OTU36180	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)			
OTU36181	Bacteria	Acidobacteria	Holophagae	Acanthopleuribacterales	Acanthopleuribacteraceae	Acanthopleuribacter	
OTU36182	Bacteria	Proteobacteria	Deltaproteobacteria	PB19			
OTU36183	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cytophagaceae	Cytophaga	
OTU36184	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Thiovulaceae	Sulfurimonas	
OTU36185	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU36186	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfofaba	
OTU36187	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Berkiella	
OTU36188	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12		
OTU36189	Bacteria	Tenericutes	Mollicutes	Izimaplasmatales			
OTU36190	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae		
OTU36191	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29_marine_group	
OTU36192	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Tepidamorphus	
OTU36193	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales			
OTU36194	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU36195	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j			
OTU36196	Bacteria	Schekmanbacteria					
OTU36197	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula	
OTU36198	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Sva0081_sediment_group	
OTU36199	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	
OTU36200	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_1	
OTU36201	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae		
OTU36202	Bacteria	Bacteroidetes	Bacteroidia				
OTU36203	Bacteria						
OTU36204	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	Silvanigrella	
OTU36205	Bacteria						
OTU36206	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae		
OTU36207	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU36208	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae		
OTU36209	Bacteria	Firmicutes	Bacilli	Bacillales			
OTU36210	Bacteria						
OTU36211	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XII	Fusibacter	
OTU36212	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Rubinisphaeraceae	Planctomicrobium	
OTU36213	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae		
OTU36214	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales			
OTU36215	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	Desulfatiglans	
OTU36216	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU36217	Bacteria						
OTU36218	Bacteria	Fibrobacteres	Chitinivibrionia	Chitinivibrionales	Chitinivibrionaceae	possible_genus_03	
